fileName;cell_line;protein;exp_group;exp_date;image_number;manual_quality_check;dimension_x;dimension_y;number_of_nuclei;color_of_second_protein_in_nuclei;number_of_nuclei_with_second_protein;color_of_third_protein_in_cytosol;number_of_cells_with_third_protein;intensity_sum_full_red;intensity_sum_full_green;intensity_sum_full_blue;intensity_sum_nucleus_region_red;intensity_sum_nucleus_region_green;intensity_sum_nucleus_region_blue;intensity_sum_full_without_nucleus_region_red;intensity_sum_full_without_nucleus_region_green;intensity_sum_full_without_nucleus_region_blue;intensity_sum_cytosol_region_red;intensity_sum_cytosol_region_green;intensity_sum_cytosol_region_blue;intensity_sum_foreground_red;intensity_sum_foreground_green;intensity_sum_foreground_blue;intensity_sum_foreground_without_nucleus_region_red;intensity_sum_foreground_without_nucleus_region_green;intensity_sum_foreground_without_nucleus_region_blue;intensity_mean_background_red;intensity_mean_background_green;intensity_mean_background_blue;number_of_total_pixels;number_of_pixels_nucleus_region;number_of_pixels_foreground;number_of_pixels_foreground_without_nucleus_region;number_of_clusters;mean_cluster_size;median_cluster_size;image_cropped
A431_IkBa_120s_20230426_1.czi;A431;IkBa;120s;26.04.2023;1;NA;1024;1024;71;green;26;red;5;55474,26274509800;40548,09019607839;23626,53333333332;17459,4549019607839;11244,784313725489;15828,9411764705892;38014,80784313723;29303,30588235292;7797,592156862740;51724,47450980390;34927,80392156861;20405,32549019607;52520,66274509801;35837,90196078429;22519,62352941175;33437,22745098038;23528,00784313725;5371,474509803920;2,81677246093749e-03;0,004491986;1,05563145057827e-03;1048576;63261;238597;175482;0;NA;NA;no
A431_IkBa_120s_20230426_10.czi;A431;IkBa;120s;26.04.2023;10;NA;1024;1024;91;green;19;red;3;47518,48235294112;46865,85098039210;32759,34901960782;14662,7490196078415;13204,827450980390;22211,2941176470486;32855,73333333332;33661,02352941174;10548,054901960775;44436,52156862740;41904,55686274506;28067,58039215685;45395,87058823525;43210,59215686269;30996,18039215684;29335,90980392155;28631,31764705881;7224,999999999996;2,02428032370174e-03;0,003485926;1,68148863549325e-03;1048576;81437;275656;194697;0;NA;NA;no
A431_IkBa_120s_20230426_2.czi;A431;IkBa;120s;26.04.2023;2;NA;1024;1024;103;green;37;red;8;76213,62745098033;80165,87058823530;35832,42745098037;20849,1333333333314;20393,219607843133;24230,6941176470573;55364,49411764704;59772,65098039212;11601,733333333324;69206,79215686271;69648,11372549016;28386,56078431371;71391,90588235289;72285,38039215680;34039,19607843136;46979,11372549018;48333,69803921568;7711,678431372546;4,59835202086205e-03;0,007515421;1,71015870337392e-03;1048576;89549;280321;191375;0;NA;NA;no
A431_IkBa_120s_20230426_3.czi;A431;IkBa;120s;26.04.2023;3;NA;1024;1024;118;green;41;red;21;67783,17254901955;66995,00784313722;37612,62745098036;20399,7803921568557;18490,345098039212;26741,7137254901827;47383,39215686270;48504,66274509798;10870,913725490183;61029,67843137248;58044,85098039209;31677,24705882351;63284,85098039208;60547,31764705875;35958,24313725487;41910,30588235291;41131,39607843134;8025,266666666663;4,28993374693627e-03;0,006148997;1,57774382946538e-03;1048576;99092;298458;200107;0;NA;NA;no
A431_IkBa_120s_20230426_4.czi;A431;IkBa;120s;26.04.2023;4;NA;1024;1024;53;green;8;red;5;26499,61176470587;32084,39215686272;19771,27450980390;7027,1882352941175;6910,454901960785;13282,9333333333343;19472,42352941176;25173,93725490194;6488,341176470582;25324,10980392156;26869,90980392156;16755,68235294117;25848,86666666666;28455,94117647057;18759,47058823528;18081,70588235294;20799,68627450980;4477,062745098037;6,20598886527267e-04;0,003460361;9,64931413239123e-04;1048576;54070;255827;202019;0;NA;NA;no
A431_IkBa_120s_20230426_5.czi;A431;IkBa;120s;26.04.2023;5;NA;1024;1024;62;green;25;red;13;30068,78431372548;32176,85490196077;17432,09803921568;8981,2000000000007;8503,921568627451;11698,4313725490192;21087,58431372549;23672,93333333332;5733,666666666663;29207,26666666666;29484,14117647058;15303,57254901961;29343,51372549019;29957,89803921567;16626,69411764705;19800,10980392156;20869,78039215686;4107,196078431371;6,91671932444852e-04;0,002116162;7,68093034332874e-04;1048576;52626;204251;151677;0;NA;NA;no
A431_IkBa_120s_20230426_6.czi;A431;IkBa;120s;26.04.2023;6;NA;1024;1024;107;green;28;red;10;69038,69803921563;69219,44705882347;31446,68627450978;17686,7803921568593;16159,184313725489;20435,4627450980333;51351,91764705878;53060,26274509799;11011,223529411754;62241,78039215680;59811,97254901955;25183,23921568626;65092,45490196071;63309,98431372543;30090,92549019605;45148,32941176469;44936,19215686273;7567,729411764702;3,76343072629442e-03;0,005635703;1,29295423919079e-03;1048576;95044;306937;212473;0;NA;NA;no
A431_IkBa_120s_20230426_7.czi;A431;IkBa;120s;26.04.2023;7;NA;1024;1024;115;green;68;red;15;69632,76470588232;75527,45098039221;40314,26666666663;22337,5843137254888;22454,309803921569;28801,2627450980399;47295,18039215683;53073,14117647055;11513,003921568616;64155,77647058818;66595,90980392152;34214,53333333333;66268,57254901955;69636,65098039212;38485,29019607841;42764,29019607841;46004,16862745096;8433,180392156859;3,20834365545533e-03;0,005617905;1,74424788531135e-03;1048576;97064;296855;200741;0;NA;NA;no
A431_IkBa_120s_20230426_8.czi;A431;IkBa;120s;26.04.2023;8;NA;1024;1024;126;green;66;red;20;94989,10980392164;97741,08627451000;58818,85490196072;30679,6196078431312;29436,925490196070;40492,7098039215489;64309,49019607840;68304,16078431372;18326,145098039200;87833,97647058823;87015,94117647059;48733,79999999996;89820,69411764707;89773,69411764707;56065,79607843132;56612,60784313724;57990,50980392154;12671,588235294112;4,92898529651118e-03;0,007598297;2,62552149155560e-03;1048576;107977;322523;216170;0;NA;NA;no
A431_IkBa_120s_20230426_9.czi;A431;IkBa;120s;26.04.2023;9;NA;1024;1024;108;green;31;red;13;64504,52549019601;71833,72549019608;43947,94509803918;20655,8156862745091;20703,109803921565;30094,6117647058818;43848,70980392155;51130,61568627447;13853,333333333325;59296,19215686269;62978,56078431367;36713,65098039214;61317,87058823524;65723,82352941170;41652,29019607840;39172,28235294117;43526,96862745097;9175,725490196071;3,03903093525008e-03;0,005826857;2,18930711933210e-03;1048576;98145;310572;213998;0;NA;NA;no
A431_IkBa_120s_20230615_1.czi;A431;IkBa;120s;15.06.2023;1;NA;1024;1024;85;green;7;red;7;36280,42352941173;28777,84705882349;18545,65882352940;11925,4431372549025;7984,109803921568;13104,7921568627462;24354,98039215685;20793,73725490193;5440,866666666666;32716,87058823528;22941,46274509802;17886,01960784313;32463,02745098037;22944,64313725488;18275,04705882352;18584,30588235294;13637,67450980392;3269,301960784313;3,64055259554993e-03;0,005562977;2,58075489717372e-04;1048576;58259;158764;100669;0;NA;NA;no
A431_IkBa_120s_20230615_2.czi;A431;IkBa;120s;15.06.2023;2;NA;1024;1024;102;green;2;red;15;34570,23921568623;32638,63529411760;25320,07450980392;9864,4156862745094;8303,407843137255;17058,1686274509775;24705,82352941174;24335,22745098036;8261,905882352939;30521,94901960782;26334,18823529410;23786,73333333333;30620,25098039214;26699,91764705880;24787,78039215686;18631,42745098038;16604,17647058823;4986,592156862745;3,76700233010684e-03;0,005663602;5,07635228774127e-04;1048576;75248;204804;129890;0;NA;NA;no
A431_IkBa_120s_20230615_3.czi;A431;IkBa;120s;15.06.2023;3;NA;1024;1024;121;green;8;red;13;67469,98039215681;52570,27450980384;30031,52549019607;20228,5529411764692;14618,066666666666;21949,0862745097984;47241,42745098036;37952,20784313721;8082,439215686273;53916,41568627448;38837,07058823527;24565,84313725489;57842,92941176466;42184,66274509800;29213,55294117647;34591,69411764705;25571,83921568627;5217,674509803921;9,18107126273361e-03;0,009904491;7,80079411525350e-04;1048576;90363;228774;139207;0;NA;NA;no
A431_IkBa_120s_20230615_4.czi;A431;IkBa;120s;15.06.2023;4;NA;1024;1024;98;green;8;red;21;37175,74117647054;34255,52941176466;23524,64705882352;11953,2078431372538;9769,239215686272;17433,8352941176454;25222,53333333331;24486,29019607840;6090,811764705882;32044,04705882351;26621,29803921566;21318,34509803921;32437,20784313723;27280,37647058821;22940,71764705882;19364,88235294117;16606,75686274509;4277,090196078431;4,51901753743489e-03;0,006652024;5,56878482594209e-04;1048576;70474;193556;123477;0;NA;NA;no
A431_IkBa_120s_20230615_5.czi;A431;IkBa;120s;15.06.2023;5;NA;1024;1024;132;green;5;red;37;38949,39999999993;35344,72156862738;26457,92549019606;10763,0392156862745;9536,419607843136;19172,1960784313669;28186,36078431369;25808,30196078427;7285,729411764704;31830,11372549016;27028,35294117644;21771,78039215685;33758,61960784309;28980,36078431369;25899,26666666665;21489,58823529410;18175,77254901960;5049,431372549019;4,95031394210516e-03;0,006069527;5,32778571633732e-04;1048576;91541;249362;158186;0;NA;NA;no
A431_IkBa_120s_20230623_1.czi;A431;IkBa;120s;23.06.2023;1;NA;1024;1024;57;green;0;red;5;18036,92156862744;14477,44313725488;22509,75686274510;5606,4313725490201;3870,317647058824;19753,1137254901951;12430,49019607842;10607,12549019607;2756,643137254901;15902,27058823529;10870,41960784313;20377,23529411764;16370,68235294117;11396,11764705882;22303,17254901960;10188,65490196078;7259,345098;2109,356862745098;1,58904954498889e-03;0,002938581;1,97014154172411e-04;1048576;48409;147614;99322;0;NA;NA;no
A431_IkBa_120s_20230623_10.czi;A431;IkBa;120s;23.06.2023;10;NA;1024;1024;74;green;3;red;8;48953,81176470582;27023,22745098035;35313,29019607842;14291,6823529411758;6585,341176470588;30251,1254901960783;34662,12941176468;20437,88627450978;5062,164705882350;43188,83529411761;21105,63921568626;31329,00784313725;44017,68235294113;21806,92156862743;34711,25882352940;28737,65882352940;14755,27058823529;3369,937254901960;4,70745984245749e-03;0,004974657;5,74141857670802e-04;1048576;68520;217558;149112;0;NA;NA;no
A431_IkBa_120s_20230623_2.czi;A431;IkBa;120s;23.06.2023;2;NA;1024;1024;62;green;0;red;9;16291,71372549019;15058,84313725488;19591,48627450980;5353,2078431372547;3628,078431372549;16870,5882352941189;10938,50588235294;11430,76470588234;2720,898039215685;14936,24313725490;10864,73333333333;18704,33725490196;15437,83137254901;11811,98431372548;19395,78823529411;9982,341176;8139,552941;2356,588235294118;8,14325669232538e-04;0,003096446;1,86632193771063e-04;1048576;48113;164361;116274;0;NA;NA;no
A431_IkBa_120s_20230623_3.czi;A431;IkBa;120s;23.06.2023;3;NA;1024;1024;59;green;1;red;5;17393,71372549019;14142,52941176469;17567,29411764706;5422,8431372549021;3621,227450980392;15290,7607843137284;11970,87058823529;10521,30196078430;2276,533333333333;15485,70980392156;10628,51764705882;16266,01568627451;15944,17254901960;11300,83137254902;17358,54509803921;10475,34901960784;7651,384314;1951,937254901961;1,38239019057330e-03;0,002710054;1,99078578574985e-04;1048576;48521;151040;102536;0;NA;NA;no
A431_IkBa_120s_20230623_4.czi;A431;IkBa;120s;23.06.2023;4;NA;1024;1024;80;green;5;red;8;27398,57647058821;19328,22745098037;26544,37647058823;9153,8784313725482;5395,403921568627;22758,6509803921508;18244,69803921567;13932,82352941175;3785,725490196078;24231,38039215685;15118,09411764705;24374,35686274509;24706,61960784312;15749,37647058823;26284,47450980392;15138,26274509804;10100,46666666666;2780,368627450980;2,56725012087354e-03;0,003413058;2,47861824783624e-04;1048576;63073;184772;121761;0;NA;NA;no
A431_IkBa_120s_20230623_5.czi;A431;IkBa;120s;23.06.2023;5;NA;1024;1024;58;green;0;red;8;12031,67843137254;13559,84313725489;19065,59999999999;4157,1254901960783;3570,949019607843;16531,0431372549028;7874,552941;9988,894118;2534,556862745098;11198,08235294117;10088,49411764706;18389,06666666667;11546,70980392156;10809,70588235294;18884,47843137254;7389,976471;7238,913725;2354,219607843137;4,62502124262791e-04;0,002622735;1,72730988147211e-04;1048576;50502;156975;106880;0;NA;NA;no
A431_IkBa_120s_20230623_6.czi;A431;IkBa;120s;23.06.2023;6;NA;1024;1024;84;green;0;red;21;17728,75686274508;17167,35686274507;24313,31764705882;5472,8784313725491;4303,756862745098;20974,9058823529413;12255,87843137254;12863,59999999998;3338,411764705882;16298,79999999999;13101,11764705881;23470,51764705882;16764,03137254901;14149,74117647058;24137,03529411764;11268,98431372549;9831,266667;3107,945098039215;9,20033922382428e-04;0,002877823;1,68115952435662e-04;1048576;64065;204206;140157;0;NA;NA;no
A431_IkBa_120s_20230623_7.czi;A431;IkBa;120s;23.06.2023;7;NA;1024;1024;73;green;0;red;8;25288,47843137253;19086,22745098036;29493,69411764706;8534,8274509803923;4870,611764705883;25131,8039215686258;16753,65098039215;14215,61568627449;4361,890196078431;22977,28235294116;14467,13725490195;28075,12549019607;23684,03921568625;15553,90588235293;29240,76470588235;14765,90196078431;10464,46274509804;3268,823529411764;1,53011247223498e-03;0,003368684;2,41212283863741e-04;1048576;61513;193945;132481;0;NA;NA;no
A431_IkBa_120s_20230623_8.czi;A431;IkBa;120s;23.06.2023;8;NA;1024;1024;77;green;5;red;10;34213,83137254899;23034,17254901957;28923,82352941175;10727,3999999999996;6155,133333333333;24389,5254901960761;23486,43137254900;16879,03921568626;4534,298039215685;30192,33333333331;18197,76862745097;25139,96470588235;30976,22745098037;18989,80392156861;28496,92941176470;19342,70980392156;12362,62352941176;3249,062745098039;3,08761970669615e-03;0,00385701;4,07117955824909e-04;1048576;65981;196951;131057;0;NA;NA;no
A431_IkBa_120s_20230623_9.czi;A431;IkBa;120s;23.06.2023;9;NA;1024;1024;66;green;1;red;8;26974,00784313723;18639,44705882351;28131,70588235294;8939,3843137254898;4789,560784313726;24563,2627450980399;18034,62352941176;13849,88627450979;3568,443137254901;24507,06274509803;14405,07450980392;26177,81176470588;25038,62352941175;15026,33333333333;27742,50980392157;15646,84705882353;9998,423529;2539,380392156862;1,84572631237553e-03;0,003445734;3,71166304046032e-04;1048576;53596;163943;110424;0;NA;NA;no
A431_IkBa_120s_20230717_1.czi;A431;IkBa;120s;17.07.2023;1;NA;1024;1024;88;green;0;red;9;20539,87843137252;11385,78431372547;30190,75294117643;5841,1137254901960;2902,913725490196;16211,3450980392154;14698,76470588234;8482,870588;13979,407843137227;17617,90588235293;8636,039216;19546,55686274509;18688,41176470587;9423,513725;22852,47843137254;12246,92156862745;6222,54902;5180,113725490193;1,76569620768229e-03;0,001871367;6,99832392673866e-03;1048576;64051;221344;157387;0;NA;NA;no
A431_IkBa_120s_20230717_10.czi;A431;IkBa;120s;17.07.2023;10;NA;1024;1024;68;green;0;red;15;9009,333333;9100,254902;29470,13725490192;2907,3490196078433;2157,258823529412;15243,3176470588242;6101,984314;6942,996078;14226,819607843108;8235,427451;6433,698039;20184,51764705882;8604,188235;7197,219608;21360,00392156862;5493,007843;4912,364706;5156,686274509801;3,86376474417892e-04;0,001814876;7,73442586263021e-03;1048576;53077;191071;138156;0;NA;NA;no
A431_IkBa_120s_20230717_2.czi;A431;IkBa;120s;17.07.2023;2;NA;1024;1024;80;green;0;red;7;26489,87058823526;13563,45098039214;30700,18431372545;7452,5843137254906;3173,643137254902;16558,2745098039231;19037,28627450979;10389,80784313724;14141,909803921542;22388,06274509802;9870,65098;19424,10196078431;24016,84705882351;11073,78039215685;23068,30588235293;15949,02745098039;7671,360784;5832,807843137251;2,35845902386833e-03;0,002374335;7,27832644593482e-03;1048576;64278;230049;165787;0;NA;NA;no
A431_IkBa_120s_20230717_3.czi;A431;IkBa;120s;17.07.2023;3;NA;1024;1024;49;green;0;red;20;10554,51372549019;8806,827451;21370,68235294114;3308,6078431372548;1954,980392156863;9241,5843137254906;7245,905882;6851,847059;12129,098039215660;9754,482353;6478,662745;12566,50196078431;10029,56470588235;6980,964706;13467,37254901960;6479,364706;4883,721569;3728,549019607842;5,00630397422642e-04;0,001741278;7,53718357460171e-03;1048576;39372;169852;130481;0;NA;NA;no
A431_IkBa_120s_20230717_4.czi;A431;IkBa;120s;17.07.2023;4;NA;1024;1024;47;green;0;red;11;9402,909804;8424,392157;22353,98039215683;2970,9529411764702;1824,082352941176;9833,8274509803923;6431,956863;6600,309804;12520,152941176444;8877,529412;6012,282353;13152,65098039215;9039,976471;6389,694118;13997,13333333333;5926,635294;4481,188235;3839,450980392156;3,46120198567708e-04;0,001940439;7,96971040613511e-03;1048576;35258;157393;122135;0;NA;NA;no
A431_IkBa_120s_20230717_5.czi;A431;IkBa;120s;17.07.2023;5;NA;1024;1024;57;green;0;red;4;12649,42352941176;10481,79215686273;25218,65882352938;3990,4274509803922;2314,674509803921;11858,3764705882368;8658,996078;8167,117647;13360,282352941151;11609,85490196078;7431,486275;15910,90588235294;11984,29411764705;8242,070588;17179,89803921568;7508,164706;5679,580392;4216,529411764704;6,34316837086397e-04;0,002135965;7,66635969573376e-03;1048576;44333;193674;149377;0;NA;NA;no
A431_IkBa_120s_20230717_6.czi;A431;IkBa;120s;17.07.2023;6;NA;1024;1024;83;green;2;red;13;25756,72941176468;13029,71372549018;28003,27450980388;8015,2823529411771;3549,509803921569;14991,6156862745102;17741,44705882352;9480,203922;13011,658823529389;22630,87843137254;10245,63137254901;18571,76862745097;23555,10196078430;10932,10196078431;20683,38823529410;15027,71372549019;7151,188235;4653,086274509803;2,09963555429495e-03;0,002000438;6,98078753901462e-03;1048576;59315;192760;133676;0;NA;NA;no
A431_IkBa_120s_20230717_7.czi;A431;IkBa;120s;17.07.2023;7;NA;1024;1024;76;green;1;red;6;20412,45098039214;11226,16470588234;25330,54117647055;6457,8823529411757;3146,764705882353;13369,9176470588245;13954,56862745097;8079,4;11960,623529411740;18425,61568627450;9021,486275;17303,74901960784;18864,40392156861;9475,419608;18412,78039215685;11860,07450980392;6092,066667;4029,682352941175;1,47633272058823e-03;0,001669641;6,59729078704235e-03;1048576;56896;203321;146489;0;NA;NA;no
A431_IkBa_120s_20230717_8.czi;A431;IkBa;120s;17.07.2023;8;NA;1024;1024;40;green;0;red;8;9613,870588;7745,003922;19434,57254901958;2934,2549019607845;1692,839215686274;7645,2352941176468;6679,615686;6052,164706;11789,337254901937;9101,733333;5824,917647;11063,52549019608;9225,858824;6168,235294;11727,41176470588;6027,290196;4309,023529;3638,909803921568;3,70036854463465e-04;0,001503724;7,35012129241344e-03;1048576;31424;148263;116839;0;NA;NA;no
A431_IkBa_120s_20230717_9.czi;A431;IkBa;120s;17.07.2023;9;NA;1024;1024;39;green;0;red;8;6297,682353;5548,333333;16830,90588235292;2168,8274509803923;1638,152941176471;7780,6352941176474;4128,854902;3910,180392;9050,270588235277;5783,172549;4229,431373;10065,16470588235;5807,176471;4477,909804;10686,85098039215;3438,505882;2736,454902;2562,082352941176;4,67782862046186e-04;0,001020835;5,85942735858992e-03;1048576;29254;147875;118670;0;NA;NA;no
A431_IkBa_150s_20230426_1.czi;A431;IkBa;150s;26.04.2023;1;NA;1024;1024;60;green;7;red;11;26218,32156862744;25799,81568627449;29565,91764705881;9296,5960784313720;7479,003921568627;20182,5607843137186;16921,72549019607;18320,81176470587;9383,356862745091;25050,09411764705;21154,90588235294;24590,44313725489;25603,09411764705;22712,95294117646;28371,98823529410;15897,07058823529;14816,18431372549;6314,137254901958;5,86726618748085e-04;0,002943862;1,13861981560202e-03;1048576;74491;249621;177389;0;NA;NA;no
A431_IkBa_150s_20230426_10.czi;A431;IkBa;150s;26.04.2023;10;NA;1024;1024;120;green;39;red;11;84347,65098039218;71412,25882352947;52237,17647058818;29217,6039215686251;22400,454901960780;35305,5960784313647;55130,04705882350;49011,80392156859;16931,580392156851;78556,07058823529;62272,63529411761;42165,04313725487;80646,73333333334;65189,21960784309;49919,47843137250;49869,34901960783;41446,87058823527;11541,188235294112;3,52947010713464e-03;0,005934753;2,21032909318512e-03;1048576;123400;329227;210639;0;NA;NA;no
A431_IkBa_150s_20230426_2.czi;A431;IkBa;150s;26.04.2023;2;NA;1024;1024;131;green;23;red;10;90639,99607843140;76292,50588235301;58876,08235294111;28181,1058823529384;21834,984313725483;40605,2627450980144;62458,89019607839;54457,52156862739;18270,819607843121;81621,57254901961;64763,23921568620;45715,97647058819;85099,20392156862;68749,77647058817;56264,70980392151;55196,75294117645;45477,21568627447;12526,305882352934;5,28411117254519e-03;0,007193307;2,49039893056832e-03;1048576;133410;345408;216133;0;NA;NA;no
A431_IkBa_150s_20230426_3.czi;A431;IkBa;150s;26.04.2023;3;NA;1024;1024;144;green;57;red;23;124574,47058823540;106245,57647058842;64324,09411764699;38487,6274509803843;30534,407843137247;43333,0705882352704;86086,84313725492;75711,16862745101;20991,023529411741;109428,82745098040;89338,42352941175;46601,59999999995;116387,42352941178;96175,76862745101;61245,79215686269;74981,78823529411;63120,07450980388;14217,011764705874;7,80777650720933e-03;0,009603317;2,93569751814300e-03;1048576;142796;365401;227359;0;NA;NA;no
A431_IkBa_150s_20230426_4.czi;A431;IkBa;150s;26.04.2023;4;NA;1024;1024;143;green;41;red;19;84846,99215686279;101671,61960784334;56263,95686274502;25378,5019607843024;29026,039215686269;35559,1764705882306;59468,49019607838;72645,58039215690;20704,780392156841;74529,45882352939;85992,20000000003;40997,63529411762;79901,57647058825;93298,97254901964;53700,93333333327;51329,20392156859;60737,25882352938;13494,207843137248;4,71631592395258e-03;0,007984778;2,44428971234489e-03;1048576;134697;349726;218959;0;NA;NA;no
A431_IkBa_150s_20230426_5.czi;A431;IkBa;150s;26.04.2023;5;NA;1024;1024;99;green;16;red;10;37461,69803921564;50729,64705882345;46913,34509803917;11050,7529411764681;13683,831372549021;31700,7215686274503;26410,94509803920;37045,81568627447;15212,623529411754;32612,22352941173;40621,27058823526;31671,66274509803;35334,23137254898;45426,32549019602;44783,80784313722;23170,58431372548;30433,03921568626;10081,137254901954;2,02891031901041e-03;0,005057642;2,03088498583027e-03;1048576;104013;308260;207450;0;NA;NA;no
A431_IkBa_150s_20230426_6.czi;A431;IkBa;150s;26.04.2023;6;NA;1024;1024;104;green;9;red;8;33818,98039215683;44182,55686274503;48950,76862745093;10250,3607843137233;11756,003921568628;33390,4627450980406;23568,61960784312;32426,55294117644;15560,305882352930;30233,84313725488;34322,77254901959;36706,35294117645;32167,18431372547;38969,68627450976;46954,80784313721;21119,86666666666;26223,24313725489;10195,701960784309;1,57527549594057e-03;0,004971381;1,90349653655407e-03;1048576;116799;331732;217906;0;NA;NA;no
A431_IkBa_150s_20230426_7.czi;A431;IkBa;150s;26.04.2023;7;NA;1024;1024;75;green;6;red;12;34515,50196078428;35468,50980392152;32200,79215686272;9917,5607843137241;8591,607843137255;20725,5725490195982;24597,94117647057;26876,90196078429;11475,219607843128;32026,96862745095;29275,70980392155;25989,16470588234;33427,83529411762;32163,00784313722;30927,14509803919;21741,99215686274;22074,43137254901;7068,996078431369;1,03727976481119e-03;0,003152372;1,21464448816635e-03;1048576;91807;282032;191932;0;NA;NA;no
A431_IkBa_150s_20230426_8.czi;A431;IkBa;150s;26.04.2023;8;NA;1024;1024;106;green;3;red;14;44524,01960784308;45258,22352941170;48860,24705882348;14711,8313725490152;12697,521568627448;34549,5647058823524;29812,18823529410;32560,70196078428;14310,682352941163;41080,29803921565;37438,83529411761;39467,54901960782;42878,53333333329;40869,65490196073;47206,26274509800;27363,26666666665;27376,72941176469;10035,047058823524;1,56925799799900e-03;0,004185265;1,57736235973881e-03;1048576;110096;326076;218067;0;NA;NA;no
A431_IkBa_150s_20230426_9.czi;A431;IkBa;150s;26.04.2023;9;NA;1024;1024;59;green;1;red;15;22226,35294117645;28870,41568627446;30520,49019607842;6368,0431372549010;5694,898039215686;21371,5607843137295;15858,30980392156;23175,51764705879;9148,929411764700;18448,60392156862;17138,07450980392;21576,62352941176;21081,56078431371;22821,27058823527;29222,38823529410;14615,61176470588;16937,38039215685;6739,203921568624;1,09175887762331e-03;0,005768914;1,23796650007659e-03;1048576;70233;329866;261550;0;NA;NA;no
A431_IkBa_150s_20230615_1.czi;A431;IkBa;150s;15.06.2023;1;NA;1024;1024;89;green;10;red;25;19746,46666666665;26644,47058823526;14514,45882352941;6176,0862745098038;7431,329411764706;10570,3882352941182;13570,38039215686;19213,14117647057;3944,070588235294;17457,43137254901;20968,26666666666;13215,98431372549;17817,66666666666;21834,19607843136;14204,52941176470;11119,61568627451;13760,96862745098;3006,929411764705;1,83944702148437e-03;0,004587435;2,95571719898898e-04;1048576;59998;189898;130162;0;NA;NA;no
A431_IkBa_150s_20230615_2.czi;A431;IkBa;150s;15.06.2023;2;NA;1024;1024;94;green;9;red;6;27705,19999999997;35806,50980392152;19680,64313725489;8214,0901960784322;9138,592156862744;13462,1372549019597;19491,10980392155;26667,91764705879;6218,505882352940;25517,72156862743;29194,75686274507;18983,47843137254;25780,63137254900;30261,78823529409;19385,89411764705;16264,66666666666;19755,10196078430;4474,321568627451;1,83541167016122e-03;0,005287859;2,81094569785922e-04;1048576;68354;211407;143342;0;NA;NA;no
A431_IkBa_150s_20230615_3.czi;A431;IkBa;150s;15.06.2023;3;NA;1024;1024;178;green;2;red;19;52377,94901960774;65791,90588235280;32475,92549019605;13610,1568627450961;16401,396078431371;22885,8196078431283;38767,79215686269;49390,50980392148;9590,105882352938;40628,03137254896;45996,50588235287;25090,80784313724;45799,18039215678;54022,19607843128;31825,17647058821;28473,61176470586;33731,32941176468;5802,623529411764;6,27400267357919e-03;0,011224469951554839;6,20602626426547e-04;1048576;120267;327024;207357;0;NA;NA;no
A431_IkBa_150s_20230615_4.czi;A431;IkBa;150s;15.06.2023;4;NA;1024;1024;84;green;10;red;16;16393,17254901959;29501,45882352938;14930,35686274509;4551,1764705882351;7522,619607843138;8971,7921568627444;11841,99607843137;21978,83921568626;5958,564705882352;15595,21568627450;25722,87843137253;14617,56862745098;15375,17254901960;25729,26666666664;14686,82352941176;9387,85098;15647,92941176470;3575,235294117647;9,70840454101562e-04;0,003597443;2,32251485188802e-04;1048576;67513;185059;117554;0;NA;NA;no
A431_IkBa_150s_20230615_5.czi;A431;IkBa;150s;15.06.2023;5;NA;1024;1024;175;green;9;red;51;37393,39999999993;49860,48235294107;31043,24705882350;11792,4941176470566;14756,372549019608;22502,4823529411697;25600,90588235290;35104,10980392151;8540,764705882351;32084,59999999995;39366,63137254896;27712,67450980390;33426,69803921563;41576,70196078424;30406,25490196076;20092,84313725488;25164,19215686272;5509,525490196078;3,78294178083830e-03;0,007900029;6,07483059752221e-04;1048576;118244;313602;196118;0;NA;NA;no
A431_IkBa_150s_20230623_1.czi;A431;IkBa;150s;23.06.2023;1;NA;1024;1024;67;green;4;red;6;32678,65098039213;21595,28235294115;22006,17647058823;9303,1333333333314;5313,231372549019;17795,1333333333314;23375,51764705880;16282,05098039214;4211,043137254901;29197,37647058822;17045,82745098038;18653,01960784313;29977,95294117645;17890,63529411763;21758,30588235294;19784,10980392156;12043,52941176470;3051,043137254901;2,57558635636871e-03;0,003533027;2,36387813792509e-04;1048576;62520;191547;129137;0;NA;NA;no
A431_IkBa_150s_20230623_10.czi;A431;IkBa;150s;23.06.2023;10;NA;1024;1024;62;green;7;red;5;21996,21176470587;18136,81960784312;20942,15294117647;7510,8039215686276;5649,125490196078;17787,4392156862741;14485,40784313724;12487,69411764705;3154,713725490195;20083,31372549018;14971,94509803921;20231,78039215686;20046,70588235293;15037,72549019607;20797,81960784314;12144,50980392157;9092,764706;2148,031372549020;1,85919368968290e-03;0,002955526;1,37646993001302e-04;1048576;49716;148422;98737;0;NA;NA;no
A431_IkBa_150s_20230623_2.czi;A431;IkBa;150s;23.06.2023;2;NA;1024;1024;82;green;4;red;12;37051,31764705878;25570,39215686270;25972,12941176470;10719,6431372548996;6186,874509803922;21990,4745098039202;26331,67450980390;19383,51764705880;3981,654901960784;31370,70196078430;18606,01960784313;21017,99607843137;33651,78039215684;20711,86274509802;25699,90588235294;22453,21960784313;14298,14901960784;3274,898039215686;3,24205136766620e-03;0,004633455;2,59612588321462e-04;1048576;70449;224953;154643;0;NA;NA;no
