fileName,cell_line,protein,exp_group,exp_date,image_number,manual_quality_check,dimension_x,dimension_y,number_of_nuclei,color_of_second_protein_in_nuclei,number_of_nuclei_with_second_protein,color_of_third_protein_in_cytosol,number_of_cells_with_third_protein,intensity_sum_full_red,intensity_sum_full_green,intensity_sum_full_blue,intensity_sum_nucleus_region_red,intensity_sum_nucleus_region_green,intensity_sum_nucleus_region_blue,intensity_sum_full_without_nucleus_region_red,intensity_sum_full_without_nucleus_region_green,intensity_sum_full_without_nucleus_region_blue,intensity_sum_cytosol_region_red,intensity_sum_cytosol_region_green,intensity_sum_cytosol_region_blue,intensity_sum_foreground_red,intensity_sum_foreground_green,intensity_sum_foreground_blue,intensity_sum_foreground_without_nucleus_region_red,intensity_sum_foreground_without_nucleus_region_green,intensity_sum_foreground_without_nucleus_region_blue,intensity_mean_background_red,intensity_mean_background_green,intensity_mean_background_blue,number_of_total_pixels,number_of_pixels_nucleus_region,number_of_pixels_foreground,number_of_pixels_foreground_without_nucleus_region,number_of_clusters,mean_cluster_size,median_cluster_size,image_cropped
A431_IkBa_120s_20230426_1.czi,A431,IkBa,120s,2023-04-26,1,NA,1024,1024,71,green,26,red,5,55474.262745098,40548.0901960784,23626.5333333333,17459.4549019608,11244.7843137255,15828.9411764706,38014.8078431372,29303.3058823529,7797.59215686274,51724.4745098039,34927.8039215686,20405.3254901961,52520.662745098,35837.9019607843,22519.6235294118,33437.2274509804,23528.0078431372,5371.47450980392,0.002816772460937,0.004491985545439,0.001055631450578,1048576,63261,238597,175482,0,NA,NA,no
A431_IkBa_120s_20230426_10.czi,A431,IkBa,120s,2023-04-26,10,NA,1024,1024,91,green,19,red,3,47518.4823529411,46865.8509803921,32759.3490196078,14662.7490196078,13204.8274509804,22211.294117647,32855.7333333333,33661.0235294117,10548.0549019608,44436.5215686274,41904.5568627451,28067.5803921568,45395.8705882353,43210.5921568627,30996.1803921568,29335.9098039216,28631.3176470588,7225,0.002024280323702,0.003485926459817,0.001681488635493,1048576,81437,275656,194697,0,NA,NA,no
A431_IkBa_120s_20230426_2.czi,A431,IkBa,120s,2023-04-26,2,NA,1024,1024,103,green,37,red,8,76213.6274509803,80165.8705882353,35832.4274509804,20849.1333333333,20393.2196078431,24230.6941176471,55364.494117647,59772.6509803921,11601.7333333333,69206.7921568627,69648.1137254902,28386.5607843137,71391.9058823529,72285.3803921568,34039.1960784314,46979.1137254902,48333.6980392157,7711.67843137255,0.004598352020862,0.007515421100691,0.001710158703374,1048576,89549,280321,191375,0,NA,NA,no
A431_IkBa_120s_20230426_3.czi,A431,IkBa,120s,2023-04-26,3,NA,1024,1024,118,green,41,red,21,67783.1725490196,66995.0078431372,37612.6274509804,20399.7803921569,18490.3450980392,26741.7137254902,47383.3921568627,48504.662745098,10870.9137254902,61029.6784313725,58044.8509803921,31677.2470588235,63284.8509803921,60547.3176470588,35958.2431372549,41910.3058823529,41131.3960784313,8025.26666666666,0.004289933746936,0.006148996540144,0.001577743829465,1048576,99092,298458,200107,0,NA,NA,no
A431_IkBa_120s_20230426_4.czi,A431,IkBa,120s,2023-04-26,4,NA,1024,1024,53,green,8,red,5,26499.6117647059,32084.3921568627,19771.2745098039,7027.18823529412,6910.45490196079,13282.9333333333,19472.4235294118,25173.9372549019,6488.34117647058,25324.1098039216,26869.9098039216,16755.6823529412,25848.8666666667,28455.9411764706,18759.4705882353,18081.7058823529,20799.6862745098,4477.06274509804,0.000620598886527,0.003460360508339,0.000964931413239,1048576,54070,255827,202019,0,NA,NA,no
A431_IkBa_120s_20230426_5.czi,A431,IkBa,120s,2023-04-26,5,NA,1024,1024,62,green,25,red,13,30068.7843137255,32176.8549019608,17432.0980392157,8981.2,8503.92156862745,11698.431372549,21087.5843137255,23672.9333333333,5733.66666666666,29207.2666666667,29484.1411764706,15303.5725490196,29343.5137254902,29957.8980392157,16626.6941176471,19800.1098039216,20869.7803921569,4107.19607843137,0.000691671932445,0.002116162169213,0.000768093034333,1048576,52626,204251,151677,0,NA,NA,no
A431_IkBa_120s_20230426_6.czi,A431,IkBa,120s,2023-04-26,6,NA,1024,1024,107,green,28,red,10,69038.6980392156,69219.4470588235,31446.6862745098,17686.7803921569,16159.1843137255,20435.462745098,51351.9176470588,53060.262745098,11011.2235294118,62241.7803921568,59811.9725490195,25183.2392156863,65092.4549019607,63309.9843137254,30090.9254901961,45148.3294117647,44936.1921568627,7567.7294117647,0.003763430726294,0.00563570284376,0.001292954239191,1048576,95044,306937,212473,0,NA,NA,no
A431_IkBa_120s_20230426_7.czi,A431,IkBa,120s,2023-04-26,7,NA,1024,1024,115,green,68,red,15,69632.7647058823,75527.4509803922,40314.2666666666,22337.5843137255,22454.3098039216,28801.262745098,47295.1803921568,53073.1411764705,11513.0039215686,64155.7764705882,66595.9098039215,34214.5333333333,66268.5725490196,69636.6509803921,38485.2901960784,42764.2901960784,46004.168627451,8433.18039215686,0.003208343655455,0.005617904663086,0.001744247885311,1048576,97064,296855,200741,0,NA,NA,no
A431_IkBa_120s_20230426_8.czi,A431,IkBa,120s,2023-04-26,8,NA,1024,1024,126,green,66,red,20,94989.1098039216,97741.08627451,58818.8549019607,30679.6196078431,29436.9254901961,40492.7098039216,64309.4901960784,68304.1607843137,18326.1450980392,87833.9764705882,87015.9411764706,48733.8,89820.6941176471,89773.6941176471,56065.7960784313,56612.6078431372,57990.5098039215,12671.5882352941,0.004928985296511,0.007598297268737,0.002625521491556,1048576,107977,322523,216170,0,NA,NA,no
A431_IkBa_120s_20230426_9.czi,A431,IkBa,120s,2023-04-26,9,NA,1024,1024,108,green,31,red,13,64504.525490196,71833.7254901961,43947.9450980392,20655.8156862745,20703.1098039216,30094.6117647059,43848.7098039216,51130.6156862745,13853.3333333333,59296.1921568627,62978.5607843137,36713.6509803921,61317.8705882352,65723.8235294117,41652.2901960784,39172.2823529412,43526.968627451,9175.72549019607,0.00303903093525,0.00582685657576,0.002189307119332,1048576,98145,310572,213998,0,NA,NA,no
A431_IkBa_120s_20230615_1.czi,A431,IkBa,120s,2023-06-15,1,NA,1024,1024,85,green,7,red,7,36280.4235294117,28777.8470588235,18545.6588235294,11925.4431372549,7984.10980392157,13104.7921568627,24354.9803921568,20793.7372549019,5440.86666666667,32716.8705882353,22941.462745098,17886.0196078431,32463.0274509804,22944.6431372549,18275.0470588235,18584.3058823529,13637.6745098039,3269.30196078431,0.00364055259555,0.00556297676236,0.000258075489717,1048576,58259,158764,100669,0,NA,NA,no
A431_IkBa_120s_20230615_2.czi,A431,IkBa,120s,2023-06-15,2,NA,1024,1024,102,green,2,red,15,34570.2392156862,32638.6352941176,25320.0745098039,9864.41568627451,8303.40784313725,17058.168627451,24705.8235294117,24335.2274509804,8261.90588235294,30521.9490196078,26334.1882352941,23786.7333333333,30620.2509803921,26699.9176470588,24787.7803921569,18631.4274509804,16604.1764705882,4986.59215686275,0.003767002330107,0.005663602492389,0.000507635228774,1048576,75248,204804,129890,0,NA,NA,no
A431_IkBa_120s_20230615_3.czi,A431,IkBa,120s,2023-06-15,3,NA,1024,1024,121,green,8,red,13,67469.9803921568,52570.2745098038,30031.5254901961,20228.5529411765,14618.0666666667,21949.0862745098,47241.4274509804,37952.2078431372,8082.43921568627,53916.4156862745,38837.0705882353,24565.8431372549,57842.9294117647,42184.662745098,29213.5529411765,34591.6941176471,25571.8392156863,5217.67450980392,0.009181071262734,0.009904491200167,0.000780079411525,1048576,90363,228774,139207,0,NA,NA,no
A431_IkBa_120s_20230615_4.czi,A431,IkBa,120s,2023-06-15,4,NA,1024,1024,98,green,8,red,21,37175.7411764705,34255.5294117647,23524.6470588235,11953.2078431373,9769.23921568627,17433.8352941176,25222.5333333333,24486.2901960784,6090.81176470588,32044.0470588235,26621.2980392157,21318.3450980392,32437.2078431372,27280.3764705882,22940.7176470588,19364.8823529412,16606.7568627451,4277.09019607843,0.004519017537435,0.006652024213006,0.000556878482594,1048576,70474,193556,123477,0,NA,NA,no
A431_IkBa_120s_20230615_5.czi,A431,IkBa,120s,2023-06-15,5,NA,1024,1024,132,green,5,red,37,38949.3999999999,35344.7215686274,26457.9254901961,10763.0392156863,9536.41960784314,19172.1960784314,28186.3607843137,25808.3019607843,7285.7294117647,31830.1137254902,27028.3529411764,21771.7803921569,33758.6196078431,28980.3607843137,25899.2666666666,21489.5882352941,18175.7725490196,5049.43137254902,0.004950313942105,0.006069527420343,0.000532778571634,1048576,91541,249362,158186,0,NA,NA,no
A431_IkBa_120s_20230623_1.czi,A431,IkBa,120s,2023-06-23,1,NA,1024,1024,57,green,0,red,5,18036.9215686274,14477.4431372549,22509.7568627451,5606.43137254902,3870.31764705882,19753.1137254902,12430.4901960784,10607.1254901961,2756.6431372549,15902.2705882353,10870.4196078431,20377.2352941176,16370.6823529412,11396.1176470588,22303.1725490196,10188.6549019608,7259.34509803922,2109.3568627451,0.001589049544989,0.002938580980488,0.000197014154172,1048576,48409,147614,99322,0,NA,NA,no
A431_IkBa_120s_20230623_10.czi,A431,IkBa,120s,2023-06-23,10,NA,1024,1024,74,green,3,red,8,48953.8117647058,27023.2274509803,35313.2901960784,14291.6823529412,6585.34117647059,30251.1254901961,34662.1294117647,20437.8862745098,5062.16470588235,43188.8352941176,21105.6392156863,31329.0078431372,44017.6823529411,21806.9215686274,34711.2588235294,28737.6588235294,14755.2705882353,3369.93725490196,0.004707459842457,0.004974656946519,0.000574141857671,1048576,68520,217558,149112,0,NA,NA,no
A431_IkBa_120s_20230623_2.czi,A431,IkBa,120s,2023-06-23,2,NA,1024,1024,62,green,0,red,9,16291.7137254902,15058.8431372549,19591.4862745098,5353.20784313725,3628.07843137255,16870.5882352941,10938.5058823529,11430.7647058823,2720.89803921569,14936.2431372549,10864.7333333333,18704.337254902,15437.831372549,11811.9843137255,19395.7882352941,9982.34117647058,8139.55294117647,2356.58823529412,0.000814325669233,0.003096445868997,0.000186632193771,1048576,48113,164361,116274,0,NA,NA,no
A431_IkBa_120s_20230623_3.czi,A431,IkBa,120s,2023-06-23,3,NA,1024,1024,59,green,1,red,5,17393.7137254902,14142.5294117647,17567.2941176471,5422.8431372549,3621.22745098039,15290.7607843137,11970.8705882353,10521.3019607843,2276.53333333333,15485.7098039216,10628.5176470588,16266.0156862745,15944.1725490196,11300.831372549,17358.5450980392,10475.3490196078,7651.38431372549,1951.93725490196,0.001382390190573,0.002710054434982,0.000199078578575,1048576,48521,151040,102536,0,NA,NA,no
A431_IkBa_120s_20230623_4.czi,A431,IkBa,120s,2023-06-23,4,NA,1024,1024,80,green,5,red,8,27398.5764705882,19328.2274509804,26544.3764705882,9153.87843137255,5395.40392156863,22758.6509803921,18244.6980392157,13932.8235294117,3785.72549019608,24231.3803921568,15118.0941176471,24374.3568627451,24706.6196078431,15749.3764705882,26284.4745098039,15138.262745098,10100.4666666667,2780.36862745098,0.002567250120874,0.003413058262245,0.000247861824784,1048576,63073,184772,121761,0,NA,NA,no
A431_IkBa_120s_20230623_5.czi,A431,IkBa,120s,2023-06-23,5,NA,1024,1024,58,green,0,red,8,12031.6784313725,13559.8431372549,19065.6,4157.12549019608,3570.94901960784,16531.0431372549,7874.55294117647,9988.89411764705,2534.5568627451,11198.0823529412,10088.4941176471,18389.0666666667,11546.7098039216,10809.7058823529,18884.4784313725,7389.97647058823,7238.9137254902,2354.21960784314,0.000462502124263,0.002622735266592,0.000172730988147,1048576,50502,156975,106880,0,NA,NA,no
A431_IkBa_120s_20230623_6.czi,A431,IkBa,120s,2023-06-23,6,NA,1024,1024,84,green,0,red,21,17728.7568627451,17167.3568627451,24313.3176470588,5472.87843137255,4303.7568627451,20974.9058823529,12255.8784313725,12863.6,3338.41176470588,16298.8,13101.1176470588,23470.5176470588,16764.031372549,14149.7411764706,24137.0352941176,11268.9843137255,9831.26666666666,3107.94509803922,0.000920033922382,0.002877822576785,0.000168115952436,1048576,64065,204206,140157,0,NA,NA,no
A431_IkBa_120s_20230623_7.czi,A431,IkBa,120s,2023-06-23,7,NA,1024,1024,73,green,0,red,8,25288.4784313725,19086.2274509804,29493.6941176471,8534.82745098039,4870.61176470588,25131.8039215686,16753.6509803921,14215.6156862745,4361.89019607843,22977.2823529412,14467.137254902,28075.1254901961,23684.0392156863,15553.9058823529,29240.7647058823,14765.9019607843,10464.462745098,3268.82352941176,0.001530112472235,0.003368684357288,0.000241212283864,1048576,61513,193945,132481,0,NA,NA,no
A431_IkBa_120s_20230623_8.czi,A431,IkBa,120s,2023-06-23,8,NA,1024,1024,77,green,5,red,10,34213.831372549,23034.1725490196,28923.8235294118,10727.4,6155.13333333333,24389.5254901961,23486.431372549,16879.0392156863,4534.29803921569,30192.3333333333,18197.768627451,25139.9647058823,30976.2274509804,18989.8039215686,28496.9294117647,19342.7098039216,12362.6235294118,3249.06274509804,0.003087619706696,0.003857010486079,0.000407117955825,1048576,65981,196951,131057,0,NA,NA,no
A431_IkBa_120s_20230623_9.czi,A431,IkBa,120s,2023-06-23,9,NA,1024,1024,66,green,1,red,8,26974.0078431372,18639.4470588235,28131.7058823529,8939.38431372549,4789.56078431373,24563.262745098,18034.6235294118,13849.8862745098,3568.4431372549,24507.062745098,14405.0745098039,26177.8117647059,25038.6235294118,15026.3333333333,27742.5098039216,15646.8470588235,9998.42352941177,2539.38039215686,0.001845726312376,0.003445733762255,0.000371166304046,1048576,53596,163943,110424,0,NA,NA,no
A431_IkBa_120s_20230717_1.czi,A431,IkBa,120s,2023-07-17,1,NA,1024,1024,88,green,0,red,9,20539.8784313725,11385.7843137255,30190.7529411764,5841.1137254902,2902.9137254902,16211.3450980392,14698.7647058823,8482.87058823528,13979.4078431372,17617.9058823529,8636.03921568627,19546.5568627451,18688.4117647059,9423.51372549019,22852.4784313725,12246.9215686274,6222.54901960784,5180.11372549019,0.001765696207682,0.001871367061839,0.006998323926739,1048576,64051,221344,157387,0,NA,NA,no
A431_IkBa_120s_20230717_10.czi,A431,IkBa,120s,2023-07-17,10,NA,1024,1024,68,green,0,red,15,9009.33333333333,9100.25490196077,29470.1372549019,2907.34901960784,2157.25882352941,15243.3176470588,6101.98431372549,6942.99607843137,14226.8196078431,8235.42745098039,6433.69803921568,20184.5176470588,8604.18823529411,7197.21960784313,21360.0039215686,5493.00784313725,4912.36470588235,5156.6862745098,0.000386376474418,0.001814875883215,0.00773442586263,1048576,53077,191071,138156,0,NA,NA,no
A431_IkBa_120s_20230717_2.czi,A431,IkBa,120s,2023-07-17,2,NA,1024,1024,80,green,0,red,7,26489.8705882353,13563.4509803921,30700.1843137255,7452.58431372549,3173.6431372549,16558.2745098039,19037.2862745098,10389.8078431372,14141.9098039215,22388.062745098,9870.65098039215,19424.1019607843,24016.8470588235,11073.7803921569,23068.3058823529,15949.0274509804,7671.36078431372,5832.80784313725,0.002358459023868,0.002374334896312,0.007278326445935,1048576,64278,230049,165787,0,NA,NA,no
A431_IkBa_120s_20230717_3.czi,A431,IkBa,120s,2023-07-17,3,NA,1024,1024,49,green,0,red,20,10554.5137254902,8806.82745098038,21370.6823529411,3308.60784313725,1954.98039215686,9241.58431372549,7245.90588235294,6851.84705882352,12129.0980392157,9754.48235294117,6478.66274509804,12566.5019607843,10029.5647058823,6980.96470588235,13467.3725490196,6479.36470588235,4883.72156862745,3728.54901960784,0.000500630397423,0.001741278405283,0.007537183574602,1048576,39372,169852,130481,0,NA,NA,no
A431_IkBa_120s_20230717_4.czi,A431,IkBa,120s,2023-07-17,4,NA,1024,1024,47,green,0,red,11,9402.90980392157,8424.39215686274,22353.9803921568,2970.95294117647,1824.08235294118,9833.82745098039,6431.9568627451,6600.30980392156,12520.1529411764,8877.52941176471,6012.28235294118,13152.6509803922,9039.97647058823,6389.69411764706,13997.1333333333,5926.63529411765,4481.18823529412,3839.45098039216,0.000346120198568,0.001940439261642,0.007969710406135,1048576,35258,157393,122135,0,NA,NA,no
A431_IkBa_120s_20230717_5.czi,A431,IkBa,120s,2023-07-17,5,NA,1024,1024,57,green,0,red,4,12649.4235294118,10481.7921568627,25218.6588235294,3990.42745098039,2314.67450980392,11858.3764705882,8658.99607843137,8167.11764705882,13360.2823529412,11609.8549019608,7431.4862745098,15910.9058823529,11984.2941176471,8242.07058823529,17179.8980392157,7508.16470588235,5679.58039215686,4216.5294117647,0.000634316837086,0.002135964935901,0.007666359695734,1048576,44333,193674,149377,0,NA,NA,no
A431_IkBa_120s_20230717_6.czi,A431,IkBa,120s,2023-07-17,6,NA,1024,1024,83,green,2,red,13,25756.7294117647,13029.7137254902,28003.2745098039,8015.28235294118,3549.50980392157,14991.6156862745,17741.4470588235,9480.20392156862,13011.6588235294,22630.8784313725,10245.631372549,18571.768627451,23555.1019607843,10932.1019607843,20683.3882352941,15027.7137254902,7151.18823529412,4653.0862745098,0.002099635554295,0.002000438465792,0.006980787539015,1048576,59315,192760,133676,0,NA,NA,no
A431_IkBa_120s_20230717_7.czi,A431,IkBa,120s,2023-07-17,7,NA,1024,1024,76,green,1,red,6,20412.4509803921,11226.1647058823,25330.5411764706,6457.88235294118,3146.76470588235,13369.9176470588,13954.568627451,8079.39999999999,11960.6235294117,18425.6156862745,9021.4862745098,17303.7490196078,18864.4039215686,9475.41960784313,18412.7803921569,11860.0745098039,6092.06666666666,4029.68235294118,0.001476332720588,0.001669640634574,0.006597290787042,1048576,56896,203321,146489,0,NA,NA,no
A431_IkBa_120s_20230717_8.czi,A431,IkBa,120s,2023-07-17,8,NA,1024,1024,40,green,0,red,8,9613.87058823529,7745.00392156862,19434.5725490196,2934.25490196078,1692.83921568627,7645.23529411765,6679.61568627451,6052.16470588235,11789.3372549019,9101.73333333333,5824.91764705882,11063.5254901961,9225.85882352941,6168.23529411765,11727.4117647059,6027.29019607843,4309.02352941177,3638.90980392157,0.000370036854463,0.001503723742915,0.007350121292413,1048576,31424,148263,116839,0,NA,NA,no
A431_IkBa_120s_20230717_9.czi,A431,IkBa,120s,2023-07-17,9,NA,1024,1024,39,green,0,red,8,6297.68235294117,5548.33333333333,16830.9058823529,2168.82745098039,1638.15294117647,7780.63529411765,4128.85490196078,3910.18039215686,9050.27058823528,5783.17254901961,4229.43137254902,10065.1647058824,5807.17647058823,4477.90980392157,10686.8509803922,3438.50588235294,2736.45490196078,2562.08235294118,0.000467782862046,0.001020835427677,0.00585942735859,1048576,29254,147875,118670,0,NA,NA,no
A431_IkBa_150s_20230426_1.czi,A431,IkBa,150s,2023-04-26,1,NA,1024,1024,60,green,7,red,11,26218.3215686274,25799.8156862745,29565.9176470588,9296.59607843137,7479.00392156863,20182.5607843137,16921.7254901961,18320.8117647059,9383.35686274509,25050.0941176471,21154.9058823529,24590.4431372549,25603.0941176471,22712.9529411765,28371.9882352941,15897.0705882353,14816.1843137255,6314.13725490196,0.000586726618748,0.002943861718271,0.001138619815602,1048576,74491,249621,177389,0,NA,NA,no
A431_IkBa_150s_20230426_10.czi,A431,IkBa,150s,2023-04-26,10,NA,1024,1024,120,green,39,red,11,84347.6509803922,71412.2588235295,52237.1764705882,29217.6039215686,22400.4549019608,35305.5960784314,55130.0470588235,49011.8039215686,16931.5803921569,78556.0705882353,62272.6352941176,42165.0431372549,80646.7333333333,65189.2196078431,49919.4784313725,49869.3490196078,41446.8705882353,11541.1882352941,0.003529470107135,0.005934752669989,0.002210329093185,1048576,123400,329227,210639,0,NA,NA,no
A431_IkBa_150s_20230426_2.czi,A431,IkBa,150s,2023-04-26,2,NA,1024,1024,131,green,23,red,10,90639.9960784314,76292.505882353,58876.0823529411,28181.1058823529,21834.9843137255,40605.262745098,62458.8901960784,54457.5215686274,18270.8196078431,81621.5725490196,64763.2392156862,45715.9764705882,85099.2039215686,68749.7764705882,56264.7098039215,55196.7529411765,45477.2156862745,12526.3058823529,0.005284111172545,0.007193307315602,0.002490398930568,1048576,133410,345408,216133,0,NA,NA,no
A431_IkBa_150s_20230426_3.czi,A431,IkBa,150s,2023-04-26,3,NA,1024,1024,144,green,57,red,23,124574.470588235,106245.576470588,64324.094117647,38487.6274509804,30534.4078431372,43333.0705882353,86086.8431372549,75711.168627451,20991.0235294117,109428.82745098,89338.4235294118,46601.6,116387.423529412,96175.768627451,61245.7921568627,74981.7882352941,63120.0745098039,14217.0117647059,0.007807776507209,0.009603317111146,0.002935697518143,1048576,142796,365401,227359,0,NA,NA,no
A431_IkBa_150s_20230426_4.czi,A431,IkBa,150s,2023-04-26,4,NA,1024,1024,143,green,41,red,19,84846.9921568628,101671.619607843,56263.956862745,25378.5019607843,29026.0392156863,35559.1764705882,59468.4901960784,72645.5803921569,20704.7803921568,74529.4588235294,85992.2,40997.6352941176,79901.5764705882,93298.9725490197,53700.9333333333,51329.2039215686,60737.2588235294,13494.2078431373,0.004716315923953,0.007984778460334,0.002444289712345,1048576,134697,349726,218959,0,NA,NA,no
A431_IkBa_150s_20230426_5.czi,A431,IkBa,150s,2023-04-26,5,NA,1024,1024,99,green,16,red,10,37461.6980392156,50729.6470588235,46913.3450980392,11050.7529411765,13683.831372549,31700.7215686275,26410.9450980392,37045.8156862745,15212.6235294118,32612.2235294117,40621.2705882353,31671.662745098,35334.231372549,45426.325490196,44783.8078431372,23170.5843137255,30433.0392156863,10081.137254902,0.00202891031901,0.005057641571643,0.00203088498583,1048576,104013,308260,207450,0,NA,NA,no
A431_IkBa_150s_20230426_6.czi,A431,IkBa,150s,2023-04-26,6,NA,1024,1024,104,green,9,red,8,33818.9803921568,44182.556862745,48950.7686274509,10250.3607843137,11756.0039215686,33390.462745098,23568.6196078431,32426.5529411764,15560.3058823529,30233.8431372549,34322.7725490196,36706.3529411764,32167.1843137255,38969.6862745098,46954.8078431372,21119.8666666667,26223.2431372549,10195.7019607843,0.001575275495941,0.00497138079475,0.001903496536554,1048576,116799,331732,217906,0,NA,NA,no
A431_IkBa_150s_20230426_7.czi,A431,IkBa,150s,2023-04-26,7,NA,1024,1024,75,green,6,red,12,34515.5019607843,35468.5098039215,32200.7921568627,9917.56078431372,8591.60784313726,20725.5725490196,24597.9411764706,26876.9019607843,11475.2196078431,32026.968627451,29275.7098039215,25989.1647058823,33427.8352941176,32163.0078431372,30927.1450980392,21741.9921568627,22074.431372549,7068.99607843137,0.001037279764811,0.00315237232283,0.001214644488166,1048576,91807,282032,191932,0,NA,NA,no
A431_IkBa_150s_20230426_8.czi,A431,IkBa,150s,2023-04-26,8,NA,1024,1024,106,green,3,red,14,44524.0196078431,45258.2235294117,48860.2470588235,14711.831372549,12697.5215686274,34549.5647058824,29812.1882352941,32560.7019607843,14310.6823529412,41080.2980392157,37438.8352941176,39467.5490196078,42878.5333333333,40869.6549019607,47206.262745098,27363.2666666666,27376.7294117647,10035.0470588235,0.001569257997999,0.004185265185786,0.001577362359739,1048576,110096,326076,218067,0,NA,NA,no
A431_IkBa_150s_20230426_9.czi,A431,IkBa,150s,2023-04-26,9,NA,1024,1024,59,green,1,red,15,22226.3529411764,28870.4156862745,30520.4901960784,6368.0431372549,5694.89803921569,21371.5607843137,15858.3098039216,23175.5176470588,9148.9294117647,18448.6039215686,17138.0745098039,21576.6235294118,21081.5607843137,22821.2705882353,29222.3882352941,14615.6117647059,16937.3803921569,6739.20392156862,0.001091758877623,0.005768914316215,0.001237966500077,1048576,70233,329866,261550,0,NA,NA,no
A431_IkBa_150s_20230615_1.czi,A431,IkBa,150s,2023-06-15,1,NA,1024,1024,89,green,10,red,25,19746.4666666666,26644.4705882353,14514.4588235294,6176.0862745098,7431.32941176471,10570.3882352941,13570.3803921569,19213.1411764706,3944.07058823529,17457.431372549,20968.2666666667,13215.9843137255,17817.6666666667,21834.1960784314,14204.5294117647,11119.6156862745,13760.968627451,3006.92941176471,0.001839447021484,0.004587435254864,0.000295571719899,1048576,59998,189898,130162,0,NA,NA,no
A431_IkBa_150s_20230615_2.czi,A431,IkBa,150s,2023-06-15,2,NA,1024,1024,94,green,9,red,6,27705.2,35806.5098039215,19680.6431372549,8214.09019607843,9138.59215686274,13462.137254902,19491.1098039216,26667.9176470588,6218.50588235294,25517.7215686274,29194.7568627451,18983.4784313725,25780.631372549,30261.7882352941,19385.894117647,16264.6666666667,19755.1019607843,4474.32156862745,0.001835411670161,0.005287858551624,0.000281094569786,1048576,68354,211407,143342,0,NA,NA,no
A431_IkBa_150s_20230615_3.czi,A431,IkBa,150s,2023-06-15,3,NA,1024,1024,178,green,2,red,19,52377.9490196077,65791.9058823528,32475.925490196,13610.1568627451,16401.3960784314,22885.8196078431,38767.7921568627,49390.5098039215,9590.10588235294,40628.031372549,45996.5058823529,25090.8078431372,45799.1803921568,54022.1960784313,31825.1764705882,28473.6117647059,33731.3294117647,5802.62352941176,0.006274002673579,0.011224469951555,0.000620602626427,1048576,120267,327024,207357,0,NA,NA,no
A431_IkBa_150s_20230615_4.czi,A431,IkBa,150s,2023-06-15,4,NA,1024,1024,84,green,10,red,16,16393.1725490196,29501.4588235294,14930.3568627451,4551.17647058824,7522.61960784314,8971.79215686274,11841.9960784314,21978.8392156863,5958.56470588235,15595.2156862745,25722.8784313725,14617.568627451,15375.1725490196,25729.2666666666,14686.8235294118,9387.85098039216,15647.9294117647,3575.23529411765,0.000970840454102,0.003597442776549,0.000232251485189,1048576,67513,185059,117554,0,NA,NA,no
A431_IkBa_150s_20230615_5.czi,A431,IkBa,150s,2023-06-15,5,NA,1024,1024,175,green,9,red,51,37393.3999999999,49860.4823529411,31043.2470588235,11792.4941176471,14756.3725490196,22502.4823529412,25600.9058823529,35104.1098039215,8540.76470588235,32084.6,39366.631372549,27712.6745098039,33426.6980392156,41576.7019607842,30406.2549019608,20092.8431372549,25164.1921568627,5509.52549019608,0.003782941780838,0.00790002860275,0.000607483059752,1048576,118244,313602,196118,0,NA,NA,no
A431_IkBa_150s_20230623_1.czi,A431,IkBa,150s,2023-06-23,1,NA,1024,1024,67,green,4,red,6,32678.6509803921,21595.2823529411,22006.1764705882,9303.13333333333,5313.23137254902,17795.1333333333,23375.5176470588,16282.0509803921,4211.0431372549,29197.3764705882,17045.8274509804,18653.0196078431,29977.9529411764,17890.6352941176,21758.3058823529,19784.1098039216,12043.5294117647,3051.0431372549,0.002575586356369,0.00353302675135,0.000236387813793,1048576,62520,191547,129137,0,NA,NA,no
A431_IkBa_150s_20230623_10.czi,A431,IkBa,150s,2023-06-23,10,NA,1024,1024,62,green,7,red,5,21996.2117647059,18136.8196078431,20942.1529411765,7510.80392156863,5649.12549019608,17787.4392156863,14485.4078431372,12487.694117647,3154.7137254902,20083.3137254902,14971.9450980392,20231.7803921569,20046.7058823529,15037.7254901961,20797.8196078431,12144.5098039216,9092.76470588235,2148.03137254902,0.001859193689683,0.002955526464126,0.000137646993001,1048576,49716,148422,98737,0,NA,NA,no
A431_IkBa_150s_20230623_2.czi,A431,IkBa,150s,2023-06-23,2,NA,1024,1024,82,green,4,red,12,37051.3176470588,25570.3921568627,25972.1294117647,10719.6431372549,6186.87450980392,21990.4745098039,26331.6745098039,19383.5176470588,3981.65490196078,31370.7019607843,18606.0196078431,21017.9960784314,33651.7803921568,20711.862745098,25699.9058823529,22453.2196078431,14298.1490196078,3274.89803921569,0.003242051367666,0.004633454715504,0.000259612588321,1048576,70449,224953,154643,0,NA,NA,no
A431_IkBa_150s_20230623_3.czi,A431,IkBa,150s,2023-06-23,3,NA,1024,1024,138,green,0,red,33,57419.388235294,35154.6196078431,56462.8666666666,20324.1098039216,10612.9882352941,49972.5450980392,37095.2784313725,24541.631372549,6490.32156862745,50457.9411764705,27176.325490196,49376.4705882353,52065.8784313725,29024.3333333333,56048.9294117647,31426.0980392157,18259.9176470588,5194.82352941176,0.005105504802629,0.005846296572218,0.000394761328604,1048576,120604,331699,211443,0,NA,NA,no
