fileName,cell_line,protein,exp_group,exp_date,image_number,manual_quality_check,dimension_x,dimension_y,number_of_nuclei,color_of_second_protein_in_nuclei,number_of_nuclei_with_second_protein,color_of_third_protein_in_cytosol,number_of_cells_with_third_protein,intensity_sum_full_red,intensity_sum_full_green,intensity_sum_full_blue,intensity_sum_nucleus_region_red,intensity_sum_nucleus_region_green,intensity_sum_nucleus_region_blue,intensity_sum_full_without_nucleus_region_red,intensity_sum_full_without_nucleus_region_green,intensity_sum_full_without_nucleus_region_blue,intensity_sum_cytosol_region_red,intensity_sum_cytosol_region_green,intensity_sum_cytosol_region_blue,intensity_sum_foreground_red,intensity_sum_foreground_green,intensity_sum_foreground_blue,intensity_sum_foreground_without_nucleus_region_red,intensity_sum_foreground_without_nucleus_region_green,intensity_sum_foreground_without_nucleus_region_blue,intensity_mean_background_red,intensity_mean_background_green,intensity_mean_background_blue,number_of_total_pixels,number_of_pixels_nucleus_region,number_of_pixels_foreground,number_of_pixels_foreground_without_nucleus_region,number_of_clusters,mean_cluster_size,median_cluster_size,image_cropped
A431_NFkB_posC_20230623_2.czi,A431,NFkB,posC,2023-06-23,2,NA,1024,1024,127,green,14,red,4,51699.8117647058,45819.8431372548,31614.9098039216,14232.2745098039,16558.0509803922,26751.7137254902,37467.5372549019,29261.7921568627,4863.19607843137,40987.7215686274,32882.894117647,22853.494117647,44695.4235294117,37919.9999999999,31171.9254901961,29631.8705882353,20328.9960784314,3683.47843137255,0.006679905162138,0.007533877503638,0.000422462762571,1048576,104008,278758,175075,0,NA,NA,no
A431_NFkB_posC_20230623_3.czi,A431,NFkB,posC,2023-06-23,3,NA,1024,1024,85,green,17,red,4,36184.9294117647,33610.1803921568,25884.0156862745,12070.7333333333,12515.0784313725,22043.0156862745,24114.1960784314,21095.1019607843,3841,32216.7960784314,26839.0549019608,22927.0156862745,33215.1490196078,28613.7568627451,25565.6039215686,19970.2862745098,15223.8705882353,2554.89803921569,0.002832203285367,0.004764960793888,0.000303661122042,1048576,64629,180426,116027,0,NA,NA,no
A431_NFkB_posC_20230623_4.czi,A431,NFkB,posC,2023-06-23,4,NA,1024,1024,87,green,22,red,8,35659.9372549019,36427.3529411764,27891.0549019608,10272.7490196078,13686.6352941176,22952.431372549,25387.1882352941,22740.7176470588,4938.62352941176,30975.7490196078,28435.4,23709.9019607843,32323.1960784313,30923.0470588235,27582.5764705882,21036.9803921569,15907.1019607843,3184.50196078431,0.003182164360495,0.005249315149644,0.000294187957165,1048576,70107,198521,128497,0,NA,NA,no
A431_NFkB_posC_20230623_5.czi,A431,NFkB,posC,2023-06-23,5,NA,1024,1024,71,green,10,red,13,12744.4274509804,21839.2392156862,22593.3764705882,4821.13333333333,9259.29803921569,19014.1019607843,7923.29411764706,12579.9411764706,3579.27450980392,11307.6039215686,15789.6117647059,17528.8431372549,12051.1098039216,18562.7411764706,22228.9137254902,7078.16078431372,9072.62745098039,2634.60784313725,0.000661199233111,0.003124712027755,0.000347578759287,1048576,60097,172187,112426,0,NA,NA,no
A431_NFkB_posC_20230623_6.czi,A431,NFkB,posC,2023-06-23,6,NA,1024,1024,63,green,15,red,9,15345.1568627451,21473.9098039216,14950.5058823529,4824,9111.54117647059,12752.7725490196,10521.1568627451,12362.368627451,2197.73333333333,13896.9725490196,18068.1803921569,13845.6980392157,14063.9960784314,18575.5725490196,14755.6156862745,9075.62745098039,9108.22352941176,1524.25490196078,0.001221810135187,0.002764069800283,0.000185861774519,1048576,45334,131667,86334,0,NA,NA,no
A431_NFkB_posC_20230623_7.czi,A431,NFkB,posC,2023-06-23,7,NA,1024,1024,58,green,8,red,6,16696.1490196078,18730.1176470588,16908.137254902,5816.73333333333,7742.76862745098,15081.7607843137,10879.4156862745,10987.3490196078,1826.37647058823,15424.6274509804,15541.0588235294,16440.937254902,15449.768627451,15668.4117647059,16696.9058823529,9544.7294117647,7787.16470588235,1372.50980392157,0.001188640968472,0.00291987026439,0.000201445934819,1048576,40378,119162,78784,0,NA,NA,no
A431_NFkB_posC_20230623_8.czi,A431,NFkB,posC,2023-06-23,8,NA,1024,1024,60,green,11,red,6,19710.4392156863,21905.1921568627,15259.2196078431,5980.90196078431,8655.29803921569,12712.9568627451,13729.537254902,13249.894117647,2546.26274509804,17311.3843137255,17384.8941176471,13410.9803921569,17611.0509803921,18301.6901960784,14968.0901960784,11011.5490196078,8977.90588235294,1642.90588235294,0.002002132640165,0.00343656726912,0.00027764264275,1048576,45951,129894,84066,0,NA,NA,no
A431_NFkB_posC_20230623_9.czi,A431,NFkB,posC,2023-06-23,9,NA,1024,1024,56,green,15,red,11,19846.2549019608,20811.7137254902,16687.1960784314,6684.06666666667,8408.02352941176,14776.737254902,13162.1882352941,12403.6901960784,1910.45882352941,17716.1529411765,16578.3411764706,14398.7490196078,18083.6352941176,17378.7803921569,16388.0392156863,11115.6470588235,8656.98039215686,1241.85098039216,0.001680965049594,0.003273900349935,0.000285298216577,1048576,44527,132343,87884,0,NA,NA,no
A431_Nrf2_120s_20230713_1.czi,A431,Nrf2,120s,2023-07-13,1,NA,1024,1024,66,green,5,red,13,18306.2470588235,16642.3607843137,26247.2745098039,6721.4862745098,6115.80784313726,19615.2274509804,11584.7607843137,10526.5529411765,6632.04705882353,16048.5882352941,13407.1803921569,22771.4156862745,16184.8705882353,13773.3254901961,25744.9607843137,8567.56862745098,6887.32156862745,4241.62745098039,0.002023102255429,0.002736125272863,0.000479043698778,1048576,46897,118068,71343,0,NA,NA,no
A431_Nrf2_120s_20230713_10.czi,A431,Nrf2,120s,2023-07-13,10,NA,1024,1024,75,green,4,red,8,25888.6509803921,16949.3647058823,19559.9294117647,6860.19215686274,4557.60392156863,11707.1254901961,19028.4588235294,12391.7607843137,7852.80392156863,22493.4274509804,14488.9921568627,16099.2156862745,23176.0078431372,14886.9607843137,19092.0392156863,13195.6235294118,8279.69803921569,3775.72156862745,0.002586978089576,0.001966861650056,0.000446214862898,1048576,60101,129778,70080,0,NA,NA,no
A431_Nrf2_120s_20230713_2.czi,A431,Nrf2,120s,2023-07-13,2,NA,1024,1024,55,green,2,red,4,8114.99607843137,9999.16862745097,17552.4588235294,2584.30196078431,3364.82352941176,13593.7882352941,5530.69411764706,6634.34509803921,3958.67058823529,6596.6431372549,6838.00392156863,13460.0470588235,7039.69019607843,7789.07450980392,17187.9058823529,4105.61176470588,4005.39607843137,2604.29803921569,0.001025491602281,0.002107709996841,0.00034766477697,1048576,41771,123556,81901,0,NA,NA,no
A431_Nrf2_120s_20230713_3.czi,A431,Nrf2,120s,2023-07-13,3,NA,1024,1024,55,green,1,red,28,8124.18823529412,12047.1176470588,21382.9490196078,3572.09411764706,4118.8,17422.9764705882,4552.09411764706,7928.31764705881,3959.97254901961,7749.66274509804,8216.0862745098,20399.0823529412,7725.87058823529,8969.90980392157,21038.2980392157,3757,4475.43137254902,2643.56470588235,0.000379865309771,0.002934654086244,0.000328684788124,1048576,39897,152823,113060,0,NA,NA,no
A431_Nrf2_120s_20230713_4.czi,A431,Nrf2,120s,2023-07-13,4,NA,1024,1024,118,green,10,red,14,45036.5647058823,30938.4352941176,27758.6117647059,13186.462745098,9041.65882352941,18249.5960784314,31850.1019607843,21896.7764705882,9509.01568627451,35795.862745098,24594.4784313725,19989.2588235294,39316.9647058823,26778.4588235294,26869.7450980392,23372.7137254902,15836.7607843137,5158.36862745098,0.005454635620117,0.003967262716854,0.00084768931071,1048576,85339,194157,109571,0,NA,NA,no
A431_Nrf2_120s_20230713_5.czi,A431,Nrf2,120s,2023-07-13,5,NA,1024,1024,57,green,3,red,14,8343.10980392156,8348.46274509803,16170.3254901961,3350.05098039216,3268.68235294118,12997.0823529412,4993.05882352941,5079.78039215686,3173.2431372549,7349.5137254902,6380.62352941176,14234.9294117647,7459.27450980392,6579.68235294118,15797.8470588235,3881.88235294118,3094.54509803922,2055.12549019608,0.000842891019933,0.001686840431363,0.000355223113415,1048576,39036,88266,49306,0,NA,NA,no
A431_Nrf2_120s_20230713_6.czi,A431,Nrf2,120s,2023-07-13,6,NA,1024,1024,85,green,0,red,6,17420.9647058823,13372.5568627451,25555.1411764706,5409.63529411765,4156.22745098039,17243.6274509804,12011.3294117647,9216.3294117647,8311.51372549019,15413.768627451,10891.5921568627,23611.4666666667,15506.6352941176,11023.2078431372,25131.7568627451,8973.10588235294,6017.07450980392,4755.77254901961,0.001825646793141,0.002240513820274,0.000403770745969,1048576,61868,145170,83569,0,NA,NA,no
A431_Nrf2_120s_20230713_7.czi,A431,Nrf2,120s,2023-07-13,7,NA,1024,1024,75,green,5,red,13,28838.1803921568,21142.0431372549,25759.9843137255,8868.91764705882,6389.02745098039,17964.4274509804,19969.262745098,14753.0156862745,7795.5568627451,24056.0235294117,16925.1058823529,20593.537254902,25209.2705882353,17705.8392156863,25094.7490196078,14236,9760.23137254902,4495.01176470588,0.003460798076555,0.003277019425934,0.000634417814367,1048576,63979,157898,94423,0,NA,NA,no
A431_Nrf2_120s_20230713_8.czi,A431,Nrf2,120s,2023-07-13,8,NA,1024,1024,58,green,0,red,5,12133.2196078431,10926.4705882353,19186.4156862745,3522.17647058823,3337.08235294118,13315.0784313725,8611.0431372549,7589.38823529411,5871.33725490196,10943.1019607843,8964.43137254902,17817.5176470588,11007.737254902,9101.73725490196,18945.8705882353,6481.50980392157,4912.4431372549,2606.69803921569,0.001073343613568,0.00174020131429,0.000229401681937,1048576,45815,112931,67199,0,NA,NA,no
A431_Nrf2_120s_20230713_9.czi,A431,Nrf2,120s,2023-07-13,9,NA,1024,1024,36,green,0,red,3,5565.53333333333,6094.02352941176,11667.6352941176,1978.72156862745,1967.01568627451,8512.69803921569,3586.81176470588,4127.00784313725,3154.93725490196,5247.09411764706,4649.45490196078,11507.4862745098,5207.79607843137,4645.86666666667,11551.6862745098,2727.79215686274,2230.92941176471,1266.36862745098,0.000341164832022,0.001381070006127,0.000110577602012,1048576,28304,72150,43846,0,NA,NA,no
A431_Nrf2_120s_20230717_1.czi,A431,Nrf2,120s,2023-07-17,1,NA,1024,1024,75,green,4,red,10,21022.262745098,18143.5490196078,35993.9686274509,7371.74509803922,6954.60784313726,15802.8,13650.5176470588,11188.9411764706,20191.1686274509,18285.1725490196,15182.0745098039,20483.831372549,17971.4941176471,15174.6235294118,23170.8588235294,9932.27843137255,7593.93333333333,6666.45490196078,0.002909439685298,0.002831387987324,0.012229070476457,1048576,52099,229641,177613,0,NA,NA,no
A431_Nrf2_120s_20230717_10.czi,A431,Nrf2,120s,2023-07-17,10,NA,1024,1024,79,green,4,red,12,24508.2156862745,14298.6470588235,38808.6862745097,9226.74509803922,6280.54901960784,18869.2745098039,15281.4705882353,8018.09803921568,19939.4117647058,21332.7607843137,12249.4784313725,25107.5176470588,21164.2588235294,12360.2549019608,27384.768627451,10837.8039215686,5306.2,6480.91372549019,0.00318904577517,0.001848594815123,0.01089469685274,1048576,58975,227347,168405,0,NA,NA,no
A431_Nrf2_120s_20230717_2.czi,A431,Nrf2,120s,2023-07-17,2,NA,1024,1024,96,green,4,red,13,23883.294117647,24407.4156862745,42468.0117647058,8504.59215686275,9999.22745098039,20859.2117647059,15378.7019607843,14408.1882352941,21608.8,20982.4352941176,21549.8,29355.2509803921,20422.7254901961,21050.2117647059,31072.5725490196,10941.0862745098,9832.66274509804,8306.45490196078,0.003300255420161,0.003201679154938,0.010867537704169,1048576,69356,253005,183894,0,NA,NA,no
A431_Nrf2_120s_20230717_3.czi,A431,Nrf2,120s,2023-07-17,3,NA,1024,1024,82,green,8,red,7,17040.8078431372,19494.5098039216,37177.3058823529,7355.12549019608,9022.88235294118,18142.7803921569,9685.68235294117,10471.6274509804,19034.525490196,15202.9725490196,16123.9294117647,22927.2196078431,15339.0666666667,16731.8274509804,26016.3529411765,7497.2862745098,7087.7137254902,6950.61960784313,0.001622906853171,0.002634699204389,0.010643914166619,1048576,62369,238761,176657,0,NA,NA,no
A431_Nrf2_120s_20230717_4.czi,A431,Nrf2,120s,2023-07-17,4,NA,1024,1024,126,green,7,red,16,24257.5058823529,27701.694117647,51589.3803921568,9935.06666666667,12704.4901960784,29947.4980392157,14322.4392156863,14997.2039215686,21641.8823529411,19893.031372549,20927.4745098039,30338.7568627451,21056.9333333333,23623.7607843137,39788.0784313725,10682.8705882353,10271.8156862745,9041.16862745097,0.003052303837795,0.003889020284017,0.011254598580155,1048576,96346,301510,206155,0,NA,NA,no
A431_Nrf2_120s_20230717_5.czi,A431,Nrf2,120s,2023-07-17,5,NA,1024,1024,69,green,9,red,8,30382.8705882353,20132.6745098039,36115.356862745,11970.1882352941,8575.56078431373,16763.6352941176,18412.6823529412,11557.1137254902,19351.7215686274,25904.9333333333,16493.4941176471,19875.0392156863,25934.9725490196,16824.4784313725,23424.368627451,13547.768627451,7959.82352941176,6171.81960784313,0.004241846121994,0.003154941633636,0.012103069529814,1048576,48587,205472,157117,0,NA,NA,no
A431_Nrf2_120s_20230717_6.czi,A431,Nrf2,120s,2023-07-17,6,NA,1024,1024,64,green,6,red,9,10576.4784313725,12859.3411764706,30972.5372549019,3962.18039215686,5376.65882352941,13078.1411764706,6614.29803921568,7482.68235294117,17894.3960784313,8828.43921568627,10326.2941176471,16172.6470588235,9011.18039215686,10763.862745098,19071.7254901961,4835.01960784314,5033.27450980392,5559.29411764706,0.001492784537521,0.001998403960583,0.011349498524385,1048576,45902,205182,159291,0,NA,NA,no
A431_Nrf2_120s_20230717_7.czi,A431,Nrf2,120s,2023-07-17,7,NA,1024,1024,94,green,2,red,13,10564.1725490196,17566.8392156863,39425.1607843137,3990.21960784314,7922.79607843137,20833.8980392157,6573.95294117647,9644.04313725489,18591.262745098,8358.90980392157,13459.7176470588,22499.937254902,9057.19215686274,15081.2509803922,28167.5803921568,4926.87843137255,6868.43921568627,6797.43529411764,0.001437168495328,0.002370441661162,0.010736065284879,1048576,62869,223251,160608,0,NA,NA,no
A431_Nrf2_120s_20230717_8.czi,A431,Nrf2,120s,2023-07-17,8,NA,1024,1024,102,green,3,red,11,27620.1725490196,19201.1372549019,43364.2313725489,9010.93725490196,7402.13333333333,19936.6862745098,18609.2352941176,11799.0039215686,23427.5450980392,23102.4039215686,15982.5960784314,27439.7372549019,23107.7333333333,16349.1215686274,31271.1137254902,12762.6509803922,7810.05098039216,8356.27058823529,0.004303397384344,0.002719894109988,0.011532895705279,1048576,73169,262109,189131,0,NA,NA,no
A431_Nrf2_120s_20230717_9.czi,A431,Nrf2,120s,2023-07-17,9,NA,1024,1024,85,green,4,red,23,44628,21640.5215686274,41816.6117647058,15651.5450980392,8526.60784313725,20360.8392156863,28976.4549019608,13113.9137254902,21455.7725490196,40511.0509803921,18083.6156862745,27413.1960784314,38671.7137254902,17778.062745098,30173.9333333333,22059.5882352941,8826.22745098039,9161.76078431372,0.005680357241163,0.003683527778177,0.011103323394177,1048576,72559,282706,210649,0,NA,NA,no
A431_Nrf2_120s_20230724_1.czi,A431,Nrf2,120s,2023-07-24,1,NA,1024,1024,69,green,2,red,10,20188.8196078431,13508.3058823529,23187.4,6613.90196078431,5431.07058823529,13822.062745098,13574.9176470588,8077.23529411764,9365.33725490194,18165.9921568627,11627.7764705882,16619.1254901961,18022.1568627451,11789.2862745098,17486.1529411765,10801.4509803922,5860.18431372549,2892.71764705882,0.002066290612314,0.001639384849399,0.005437132891487,1048576,47482,142567,95129,0,NA,NA,no
A431_Nrf2_120s_20230724_10.czi,A431,Nrf2,120s,2023-07-24,10,NA,1024,1024,43,green,2,red,11,13258.6196078431,9931.55686274509,25405.3725490196,6172.94901960784,4286.90980392157,15522.1137254902,7085.67058823529,5644.64705882352,9883.25882352939,12847.6901960784,7517.10588235294,17529.7803921569,12508.2156862745,7784.53333333333,18303.4588235294,6307.27450980392,3489.02352941176,2754.1568627451,0.000715640946931,0.00204756119672,0.006772912717333,1048576,35444,162086,126858,0,NA,NA,no
A431_Nrf2_120s_20230724_2.czi,A431,Nrf2,120s,2023-07-24,2,NA,1024,1024,42,green,6,red,4,15826.4980392157,9919.55686274509,20055.0980392157,5371.76862745098,3940.32549019608,11161.7803921569,10454.7294117647,5979.23137254902,8893.31764705881,14581.5450980392,8592.36470588235,13503.568627451,14276.0588235294,8489.07843137255,14109.3647058824,8294.30196078431,4125.53333333333,2004.59607843137,0.001478614059149,0.001364210540173,0.005670293172201,1048576,33061,115105,82098,0,NA,NA,no
A431_Nrf2_120s_20230724_3.czi,A431,Nrf2,120s,2023-07-24,3,NA,1024,1024,49,green,1,red,4,21249.0274509804,10052.062745098,21573.3607843137,6735.63529411765,3530.96470588235,11651.3215686275,14513.3921568627,6521.09803921568,9922.03921568625,19494.0078431373,8485.83137254902,14641.7647058824,18635.3450980392,8176.44705882353,14867.231372549,10967.9803921569,4159.82352941176,2212.47843137255,0.002492601731244,0.001788726507449,0.006395463382497,1048576,35398,126421,91049,0,NA,NA,no
A431_Nrf2_120s_20230724_4.czi,A431,Nrf2,120s,2023-07-24,4,NA,1024,1024,48,green,8,red,2,19272.0352941176,10137.862745098,19327.0235294117,6661.45882352941,3972.32156862745,10538.7843137255,12610.5764705882,6165.54117647058,8788.23921568626,17995.5568627451,8787.4431372549,12705.4549019608,17342.4470588235,8545.03137254902,12913.0823529412,10250.8784313725,4295.4,1956.03529411765,0.00184019874124,0.001519042370366,0.00611681096694,1048576,31633,121105,89473,0,NA,NA,no
A431_Nrf2_120s_20230724_5.czi,A431,Nrf2,120s,2023-07-24,5,NA,1024,1024,75,green,3,red,5,31829.0352941176,14367.4549019608,25660.9411764706,10673.2509803922,5455.92941176471,14780.5529411765,21155.7843137255,8911.52549019607,10880.3882352941,28033.9411764706,12034.8862745098,17701.6156862745,27875.4823529412,12117.4588235294,19400.5411764706,16254.8352941176,6163.8431372549,3269.34509803921,0.003770401898552,0.002145763472015,0.00597038269043,1048576,55521,166869,111426,0,NA,NA,no
A431_Nrf2_120s_20230724_6.czi,A431,Nrf2,120s,2023-07-24,6,NA,1024,1024,68,green,0,red,7,14368.5254901961,11777.2156862745,24266.1215686274,5211.49019607843,4993.64705882353,13915.1568627451,9157.03529411764,6783.56862745097,10350.9647058823,12752.4117647059,9663.0431372549,16413.1764705882,12848.1960784314,9949.7725490196,17656.6470588235,7331.70980392157,4609.45098039216,2718.08235294118,0.001449899112477,0.001742785584693,0.006303286084942,1048576,43693,136346,92918,0,NA,NA,no
A431_Nrf2_120s_20230724_7.czi,A431,Nrf2,120s,2023-07-24,7,NA,1024,1024,44,green,2,red,7,13801.8392156863,8227.96470588235,18586.7843137255,4862.80392156863,3251.29411764706,9814.21176470588,8939.03529411764,4976.67058823529,8772.57254901959,12867.9764705882,6853.37254901961,12100.7333333333,12597.1019607843,6776.13725490196,12355.0823529412,7291.27450980392,3246.91764705882,1888.35294117647,0.001148926978018,0.001384570551854,0.005943014107498,1048576,29662,118775,89113,0,NA,NA,no
A431_Nrf2_120s_20230724_8.czi,A431,Nrf2,120s,2023-07-24,8,NA,1024,1024,59,green,3,red,15,18171.2,14007.2196078431,26655.4039215686,6524.48627450981,5644.73725490196,15300.9921568627,11646.7137254902,8362.48235294117,11354.4117647059,16672.4705882353,11645.168627451,18610.5333333333,16407.0941176471,11725.0117647059,19871.2666666667,9163.01568627451,5378.72156862745,2893.15294117647,0.001682382471421,0.002176483004701,0.006469857458975,1048576,46220,161531,115366,0,NA,NA,no
A431_Nrf2_120s_20230724_9.czi,A431,Nrf2,120s,2023-07-24,9,NA,1024,1024,40,green,8,red,6,15836.7333333333,11422.1215686274,21813.7921568627,6562.57254901961,5093.15294117647,11748.2392156863,9274.16078431373,6328.96862745098,10065.5529411765,15157.9803921569,9831.54901960785,14394.2,14966.4039215686,9849.87843137255,15273.4980392157,7774.21176470588,4265.7568627451,2377.62352941176,0.000830010806813,0.001499407899146,0.006237310521743,1048576,32657,109183,76598,0,NA,NA,no
A431_Nrf2_150s_20230713_1.czi,A431,Nrf2,150s,2023-07-13,1,NA,1024,1024,51,green,0,red,7,8223.58823529412,7446.69019607843,15035.5529411765,3111.62745098039,2907.38039215686,11839.6745098039,5111.96078431373,4539.30980392157,3195.87843137255,7538.12549019608,5888.52156862745,13566.6862745098,7676.92549019608,6120.56862745098,14820.2666666667,4272.69803921569,2973.20784313725,2213.8431372549,0.000521338219736,0.001264688080432,0.000205312990675,1048576,40681,110183,69526,0,NA,NA,no
A431_Nrf2_150s_20230713_10.czi,A431,Nrf2,150s,2023-07-13,10,NA,1024,1024,70,green,0,red,9,13343.1921568627,11337.3176470588,25665.6941176471,6281.10980392157,5330.76078431373,21730.0941176471,7062.08235294117,6006.55686274509,3935.6,12377.8745098039,9284.62745098039,23964.4666666667,12649.4862745098,9653.73725490196,25441.2941176471,6166.33333333333,4157.84705882353,3040.7137254902,0.00066156948314,0.001605587379605,0.000214004516602,1048576,60040,133652,73887,0,NA,NA,no
A431_Nrf2_150s_20230713_2.czi,A431,Nrf2,150s,2023-07-13,2,NA,1024,1024,61,green,0,red,15,13405.7529411765,9352.72549019607,13545.4352941176,3896.10196078431,3039.25882352941,9273.19215686275,9509.65098039215,6313.46666666666,4272.2431372549,12566.3607843137,8056.27450980392,12761.8862745098,12318.2745098039,7981.83921568628,13375.7960784314,7376.77254901961,4251.61960784314,2446.14901960784,0.001037100249646,0.001307379030714,0.000161780563055,1048576,40319,99030,58729,0,NA,NA,no
A431_Nrf2_150s_20230713_3.czi,A431,Nrf2,150s,2023-07-13,3,NA,1024,1024,59,green,0,red,11,7365.81176470588,7498.27843137254,18316.2980392157,2697.57254901961,2828.27450980392,15322.5647058824,4668.23921568627,4670.00392156862,2993.73333333333,6763.9568627451,5824.56078431373,17228.9843137255,6845.42745098039,6016.74117647059,18116.9921568627,4023.45490196078,3053,2227.81568627451,0.000496277154661,0.001412904028799,0.000190072901109,1048576,39695,120320,80648,0,NA,NA,no
A431_Nrf2_150s_20230713_4.czi,A431,Nrf2,150s,2023-07-13,4,NA,1024,1024,68,green,1,red,7,12661.2980392157,9017.38823529411,22758.4078431373,4414.34117647059,3323.0431372549,16976.7215686275,8246.9568627451,5694.34509803921,5781.6862745098,11471.2235294118,7339.23921568627,20983.5647058823,11443.9333333333,7436.43137254902,22343.6,6260.18823529412,3578.40392156863,3230.16862745098,0.001160969453699,0.001507717955346,0.000395591586244,1048576,51921,120874,69143,0,NA,NA,no
A431_Nrf2_150s_20230713_5.czi,A431,Nrf2,150s,2023-07-13,5,NA,1024,1024,53,green,0,red,13,9503.36078431372,6586.31372549019,17883.3215686274,3640.68235294118,2487.45490196078,13226.6549019608,5862.67843137255,4098.85882352941,4656.66666666667,8714.53725490196,5282.81960784314,16568.3529411765,8714.94117647059,5360.97647058823,17639.1607843137,4533.31764705882,2492.63529411765,2572.65098039216,0.000751895530551,0.001168572668936,0.000232849869074,1048576,40432,91387,51049,0,NA,NA,no
A431_Nrf2_150s_20230713_6.czi,A431,Nrf2,150s,2023-07-13,6,NA,1024,1024,52,green,0,red,11,8870.30980392156,7204.40392156862,16707.6039215686,2695.60784313725,2322.05098039216,12246.1098039216,6174.70196078431,4882.35294117647,4461.49411764706,8029.70980392157,5314.53333333333,15384.5176470588,8236.0862745098,5725.08235294117,16514.9882352941,4901.76078431372,2927.07450980392,2058.42352941176,0.000604842690861,0.001410790985706,0.000183692632937,1048576,38487,101413,63013,0,NA,NA,no
A431_Nrf2_150s_20230713_7.czi,A431,Nrf2,150s,2023-07-13,7,NA,1024,1024,82,green,0,red,19,10016.8784313725,8659.06666666666,23947.6392156863,3495.41176470588,3104.34509803922,18160.1019607843,6521.46666666666,5554.72156862745,5787.53725490196,8817.36470588235,6580.03529411765,20834.6549019608,8984.76470588235,6924.21960784314,23558.4235294118,5060.21568627451,3441.46666666667,3750.92156862745,0.00098430035161,0.001654479082893,0.000371185003542,1048576,59264,145825,86683,0,NA,NA,no
A431_Nrf2_150s_20230713_8.czi,A431,Nrf2,150s,2023-07-13,8,NA,1024,1024,54,green,0,red,13,7857.52156862745,8576.2431372549,18097.6745098039,3246.36078431373,3518.21176470588,14841.5725490196,4611.16078431372,5058.03137254902,3256.10196078431,7248.86274509804,6585.52941176471,16301.6039215686,7479.30980392157,6960.78039215686,17866.4784313725,4142.93333333333,3338.37254901961,2620.06666666667,0.000360690846163,0.001540625329111,0.000220485762054,1048576,40670,107091,66470,0,NA,NA,no
A431_Nrf2_150s_20230713_9.czi,A431,Nrf2,150s,2023-07-13,9,NA,1024,1024,64,green,0,red,26,14487.0666666667,9800.07450980391,21958.0470588235,5211.13725490196,3541.26666666667,18109.9529411765,9275.9294117647,6258.80784313725,3848.09411764706,12285.3725490196,7190.61176470588,18653.8823529412,12704.6039215686,7647.07843137255,21483.9019607843,7193.86666666667,3933.45882352941,2526.59607843137,0.001699888939951,0.002053257063323,0.00045218000225,1048576,48839,119635,71076,0,NA,NA,no
A431_Nrf2_150s_20230717_1.czi,A431,Nrf2,150s,2023-07-17,1,NA,1024,1024,50,green,7,red,3,36992.8509803921,15112.6392156863,19774.462745098,9762.00392156863,4636.22352941176,9446.70588235294,27230.8470588235,10476.4156862745,10327.7568627451,32439.4745098039,12502.0588235294,12524.4862745098,31459.662745098,12249.6352941176,13172.1921568627,19850.8980392157,6868.83137254902,2598.17254901961,0.005276859507841,0.00273037330777,0.006296415889964,1048576,42838,143379,100541,0,NA,NA,no
A431_Nrf2_150s_20230717_10.czi,A431,Nrf2,150s,2023-07-17,10,NA,1024,1024,38,green,10,red,2,15620.1764705882,11303.7490196078,18211.0823529412,6413.71764705882,4849.05490196078,9578.63921568628,9206.45882352941,6454.69411764706,8632.44313725489,14661.9529411765,9908.43529411765,11921.3490196078,14211.862745098,9701.66666666667,12058.3607843137,7368.21176470588,4524.70588235294,2002.51764705882,0.001343072629442,0.001527864792768,0.005867692535999,1048576,28961,108261,79391,0,NA,NA,no
A431_Nrf2_150s_20230717_2.czi,A431,Nrf2,150s,2023-07-17,2,NA,1024,1024,52,green,10,red,14,38126.8784313725,15560.1254901961,16726.6509803921,11786.337254902,4969.18431372549,6543.72941176471,26340.5411764706,10590.9411764706,10182.9215686274,35313.3607843137,13307.3529411765,9510.36862745098,33989.6941176471,12952.4705882353,9831.71372549019,21152.1529411765,7548.94901960784,2907.56470588235,0.003945526422239,0.002486853506051,0.006575524573233,1048576,34953,141885,106932,0,NA,NA,no
A431_Nrf2_150s_20230717_3.czi,A431,Nrf2,150s,2023-07-17,3,NA,1024,1024,61,green,1,red,10,14800.2,13372.6823529412,21587.125490196,5347.31764705882,5417.12549019608,10494.4078431373,9452.88235294117,7955.55686274509,11092.7176470588,13359.3725490196,11134.8509803922,13656.6941176471,13507.2078431373,11362.8745098039,14576.2823529412,7964.98039215686,5760.45098039216,3698.07450980392,0.001233093411315,0.001916702120912,0.006686061036353,1048576,47155,146316,99163,0,NA,NA,no
A431_Nrf2_150s_20230717_4.czi,A431,Nrf2,150s,2023-07-17,4,NA,1024,1024,99,green,5,red,15,30279.2392156862,21338.9450980392,29600.4666666666,8652.8,7143.40392156863,15833.0117647059,21626.4392156863,14195.5411764706,13767.4549019608,27128.0862745098,16961.5098039216,20021.9529411765,27408.8980392157,18149.7725490196,22672.4705882353,17375.0666666667,9992.85490196078,5695.86274509804,0.002737370659323,0.003041431950588,0.006607051924163,1048576,79182,236966,158186,0,NA,NA,no
